0,26.992
8.176e-06,26.903
1.6352e-05,26.947
2.4528e-05,26.726
3.2704e-05,26.682
4.088e-05,27.213
4.9056e-05,26.947
5.7232e-05,26.46
6.5408e-05,26.859
7.3584e-05,26.859
8.176e-05,26.637
8.9936e-05,26.637
9.8112e-05,26.814
0.00010629,26.77
0.00011446,26.46
0.00012264,26.593
0.00013082,26.327
0.00013899,26.416
0.00014717,26.549
0.00015534,26.283
0.00016352,26.239
0.0001717,26.106
0.00017987,26.593
0.00018805,26.549
0.00019622,26.327
0.0002044,26.106
0.00021258,26.328
0.00022075,26.239
0.00022893,26.15
0.0002371,26.062
0.00024528,26.106
0.00025346,26.15
0.00026163,26.062
0.00026981,26.062
0.00027798,25.841
0.00028616,26.062
0.00029434,26.018
0.00030251,26.15
0.00031069,25.841
0.00031886,25.929
0.00032704,25.62
0.00033522,25.664
0.00034339,25.974
0.00035157,25.841
0.00035974,25.664
0.00036792,25.753
0.0003761,25.487
0.00038427,25.664
0.00039245,25.487
0.00040062,25.708
0.0004088,25.708
0.00041698,25.575
0.00042515,25.221
0.00043333,25.531
0.0004415,25.531
0.00044968,25.443
0.00045786,25.221
0.00046603,25
0.00047421,25.266
0.00048238,25.31
0.00049056,25.133
0.00049874,25.221
0.00050691,25.354
0.00051509,25.177
0.00052326,25.177
0.00053144,25.354
0.00053962,25.177
0.00054779,25.177
0.00055597,25.089
0.00056414,24.867
0.00057232,25.044
0.0005805,25
0.00058867,24.779
0.00059685,24.956
0.00060502,24.867
0.0006132,24.513
0.00062138,24.734
0.00062955,24.646
0.00063773,24.602
0.0006459,24.911
0.00065408,24.557
0.00066226,24.823
0.00067043,24.557
0.00067861,24.38
0.00068678,24.602
0.00069496,24.336
0.00070314,24.469
0.00071131,24.557
0.00071949,24.69
0.00072766,24.424
0.00073584,24.425
0.00074402,24.513
0.00075219,24.513
0.00076037,24.336
0.00076854,24.248
0.00077672,24.203
0.0007849,24.159
0.00079307,24.425
0.00080125,24.248
0.00080942,24.159
0.0008176,23.894
0.00082578,24.027
0.00083395,24.248
0.00084213,23.938
0.0008503,23.85
0.00085848,23.894
0.00086666,24.071
0.00087483,23.761
0.00088301,24.115
0.00089118,23.894
0.00089936,23.717
0.00090754,24.115
0.00091571,23.717
0.00092389,23.85
0.00093206,23.761
0.00094024,23.982
0.00094842,23.717
0.00095659,23.805
0.00096477,23.85
0.00097294,23.584
0.00098112,23.717
0.0009893,23.673
0.00099747,23.496
0.0010056,23.496
0.0010138,23.363
0.001022,23.761
0.0010302,23.319
0.0010384,23.363
0.0010465,23.584
0.0010547,23.584
0.0010629,23.407
0.0010711,23.319
0.0010792,23.407
0.0010874,23.495
0.0010956,23.053
0.0011038,23.628
0.0011119,23.186
0.0011201,23.363
0.0011283,23.495
0.0011365,23.186
0.0011446,23.009
0.0011528,23.053
0.001161,23.141
0.0011692,23.053
0.0011773,23.009
0.0011855,22.832
0.0011937,23.009
0.0012019,23.186
0.00121,23.142
0.0012182,22.788
0.0012264,22.876
0.0012346,22.788
0.0012428,22.876
0.0012509,22.965
0.0012591,22.832
0.0012673,22.522
0.0012755,22.744
0.0012836,22.655
0.0012918,22.655
0.0013,22.743
0.0013082,22.567
0.0013163,22.345
0.0013245,22.478
0.0013327,22.346
0.0013409,22.655
0.001349,22.257
0.0013572,22.478
0.0013654,22.257
0.0013736,22.566
0.0013817,22.345
0.0013899,22.301
0.0013981,22.257
0.0014063,22.212
0.0014144,22.478
0.0014226,21.991
0.0014308,22.124
0.001439,22.301
0.0014472,22.213
0.0014553,22.036
0.0014635,22.036
0.0014717,22.124
0.0014799,21.991
0.001488,21.991
0.0014962,22.08
0.0015044,21.903
0.0015126,22.168
0.0015207,22.08
0.0015289,21.858
0.0015371,21.858
0.0015453,21.903
0.0015534,22.036
0.0015616,21.814
0.0015698,21.903
0.001578,21.681
0.0015861,21.549
0.0015943,21.681
0.0016025,21.726
0.0016107,21.593
0.0016188,21.947
0.001627,21.593
0.0016352,21.77
0.0016434,21.371
0.0016516,21.504
0.0016597,21.814
0.0016679,21.46
